id,target,cat_oof
0,0,4.645331629742931e-05
1,0,0.0013784399306180316
2,1,0.7477263942637592
3,0,0.001536330493221109
4,0,0.001053181997039313
5,0,0.00215202960830505
6,1,0.6912461797847249
7,0,0.0008617463550351209
8,0,0.009335111491768628
9,1,0.6705043989873662
10,0,0.024506398897131472
11,0,0.010798223693749486
12,0,0.0004277060553174098
13,1,0.7416514614244634
14,1,0.7876571316269741
15,0,0.023624835101099775
16,0,0.45346998067627253
17,0,0.0014872024491703116
18,0,0.0029147530310296415
19,0,0.0009037310426643812
20,1,0.709309498074972
21,0,6.396332106514293e-05
22,0,0.7639745364263675
23,1,0.19994429143679515
24,0,0.2340322220895797
25,0,0.029674323259915043
26,0,0.08447651876140164
27,0,0.0003882089951011925
28,1,0.3306048019877306
29,0,0.06718573264634209
30,0,0.007432532217578312
31,0,0.0010010668970852025
32,1,0.3083230596253011
33,0,4.1669492503792994e-05
34,0,0.03295207329797194
35,0,0.0120460826873195
36,0,0.00511176427430848
37,0,0.05764129113794643
38,1,0.8120499471850319
39,0,0.8982636622445537
40,0,0.0036477116790089243
41,0,0.008796870574372334
42,0,0.001224278860716787
43,0,0.1031806134424757
44,1,0.593967912615602
45,0,0.0034973393293146276
46,1,0.48329773316904445
47,1,0.30933272681999785
48,0,0.013111715014766915
49,0,0.30766754040466215
50,0,0.009550799837554098
51,1,0.6657082736768531
52,1,0.7372981303419643
53,0,0.05026449521139722
54,0,0.00658890959140741
55,1,0.4720683628773899
56,0,0.3797093738839457
57,0,0.0027605381888645077
58,0,0.007191408457482715
59,1,0.6624953182063944
60,0,0.005731930414981721
61,0,0.0007893845380120339
62,0,0.004299255498763688
63,0,0.16389546851892164
64,0,0.6285317330878682
65,0,0.21154432986206656
66,0,4.9530313254607273e-05
67,0,0.04324948827241336
68,0,3.690449309603497e-06
69,0,0.008509571936248912
70,0,6.537985391729554e-05
71,0,0.7307703366513214
72,0,0.2545449999323168
73,0,0.04857134622155784
74,0,0.7114875572508181
75,0,0.14136324632980607
76,1,0.8874531805300023
77,1,0.8288854153340043
78,1,0.8649926438740718
79,0,0.0034313222057243287
80,0,0.00037806532748777314
81,0,0.019428348373008317
82,1,0.7444481592232419
83,0,0.12532406713460786
84,0,0.019119223549883397
85,0,0.010731114130603398
86,0,0.28562120419510423
87,0,1.3554391449914915e-05
88,0,0.00024236349754655482
89,0,0.00028461044332765
90,0,0.0002560510759741201
91,0,2.6161507028610804e-05
92,0,0.00564269681859341
93,0,0.00021220686400617706
94,0,0.03205854606380258
95,1,0.4029310341702379
96,0,5.258774002401789e-05
97,0,0.0002991706122042335
98,0,0.4008590931511388
99,1,0.21314321996897156
100,0,0.007575650354444923
101,0,0.00012140700473929206
102,0,0.3104406543868279
103,0,0.0013459926091548009
104,0,0.0003897934591662257
105,0,0.00021603925207209026
106,1,0.6694284053761178
107,0,0.010951635617484367
108,0,0.32924807881790435
109,0,0.003563773425513184
110,0,0.35784203710632884
111,0,8.655266914162856e-05
112,0,0.08539103141737939
113,0,0.050710200853249766
114,0,0.0038342841191832183
115,0,0.0037062088416943283
116,0,0.16045591903946832
117,0,0.21041500880820574
118,0,0.05731296303112958
119,0,0.032967904716142714
120,0,0.0010616128837965502
121,0,0.3239712980537478
122,0,0.24077252255317896
123,0,0.0005253513239318254
124,0,0.00044947319947296255
125,0,0.003339319036945683
126,0,0.00012559977904659384
127,0,9.35460360244995e-06
128,0,0.01026499392344808
129,0,0.0016414647489915268
130,1,0.7591758368601801
131,0,0.00014421040424157368
132,0,0.000703041857258834
133,0,0.0020187193502314896
134,0,0.005619068621436732
135,0,0.37606373829302425
136,0,0.12357297817083443
137,0,0.28180667298721873
138,0,1.0682506781454917e-05
139,0,0.004364605239222828
140,0,0.0022765112003780624
141,1,0.8344525639064815
142,0,0.0013319049222621738
143,1,0.6564514256574829
144,0,0.5601408422725139
145,0,2.0361385468806734e-06
146,0,0.39349612979455084
147,0,0.02940601867320656
148,0,0.0040975990340702696
149,0,0.04675224082795077
150,0,3.9502952094328965e-06
151,0,0.0001710881807596193
152,0,0.37157667064688654
153,0,0.011085457377685841
154,0,0.0017813839399269957
155,0,0.3002996447983733
156,0,0.0004866395091487879
157,0,0.0017160021898357672
158,1,0.7438854890622797
159,1,0.8844049910004274
160,0,0.019163091357791866
161,0,0.007341427987165558
162,0,0.01684624293813643
163,0,0.11936719230667084
164,0,0.00048482226879611854
165,0,0.006875384335396038
166,0,0.0005804153819360098
167,0,0.6570150892461385
168,0,0.00015938027244760016
169,1,0.8699433670794431
170,0,0.0006022571364876842
171,0,0.0011520859033829958
172,1,0.19205174365069447
173,0,0.0033410705175724665
174,0,0.40935534323363215
175,0,0.0006365931180054321
176,0,0.036666902457291047
177,0,0.0011071294847369091
178,0,0.27841733531063434
179,0,0.016837740622715296
180,0,0.18379873647716932
181,1,0.33908725777715315
182,0,0.03334827482390201
183,1,0.7601717573781159
184,1,0.7309508498419713
185,0,0.18819201588352297
186,0,0.02028530786065352
187,0,0.6812524853727627
188,0,0.3736039092775164
189,0,0.08997490166911093
190,0,0.03114905081084808
191,0,0.016159759713304467
192,0,3.777465139481797e-05
193,0,0.14521365536765438
194,0,0.0016458543234610767
195,0,0.004434298159915626
196,0,0.2525488650953698
197,0,0.05513166150705547
198,0,0.015102814992154295
199,0,0.0032201365118191766
200,0,0.05413353750384802
201,0,0.4342457888433638
202,0,3.234640663793736e-05
203,1,0.7180956767795407
204,0,0.000936533358776795
205,0,0.00017009795537909625
206,0,0.0004216924462356884
207,0,0.00879789827980602
208,0,3.686838671292073e-05
209,0,0.010327937033304679
210,0,0.29204836315427385
211,0,0.0005478062019073605
212,0,0.017989829478665963
213,0,0.007869130140879442
214,0,0.019423468740417175
215,0,0.012339386108645344
216,0,0.006807555820035476
217,1,0.7622620087841342
218,0,0.007097878954759039
219,0,0.007908625287060427
220,0,0.20771061918202754
221,0,1.6041750413359525e-05
222,1,0.4313269581134138
223,1,0.29036968657262224
224,0,0.00833896898454741
225,0,0.003805557672734481
226,0,0.0045885135241846954
227,0,9.677065763987413e-05
228,0,0.00443942891441555
229,0,0.022962071128570027
230,0,0.0018816813965244657
231,0,2.9000118155921242e-05
232,0,0.0018638055683405576
233,0,0.043871770450729417
234,1,0.36820366765901985
235,0,0.009604515457863352
236,0,0.0794019345422169
237,0,0.038866541410241984
238,0,0.0677214050737215
239,0,0.010373321287644415
240,0,0.010635565333120309
241,0,0.19987955911206623
242,0,0.051898493031504574
243,1,0.7264121740822636
244,0,0.025981610644805822
245,0,0.02287907517455982
246,0,0.06166584026461711
247,0,0.02513050784664764
248,0,0.0015714886809694963
249,0,0.035585458376975236
250,0,0.17029404636149895
251,0,0.0004025091952947712
252,0,0.012067186271549925
253,0,0.010645558176389175
254,0,0.06248970512489033
255,0,0.0029413047839497307
256,0,7.5586114027112015e-06
257,0,0.7666877211797987
258,1,0.6156042003207988
259,1,0.6720449154101702
260,0,2.244743182084176e-05
261,1,0.3032664043056998
262,0,0.0011570527973663726
263,0,0.0002685406780660189
264,0,0.1156019090810329
265,0,6.681879645813852e-05
266,0,0.0005482506893731538
267,0,0.011307055474762965
268,0,0.02097807276566937
269,0,0.015441495602705102
270,0,9.138432281064652e-05
271,0,0.00850814556885788
272,0,0.005964672908334144
273,0,0.05719153200854736
274,0,0.005465523568455957
275,1,0.5537003219836145
276,0,4.7909881989571145e-05
277,0,0.09328420710518422
278,1,0.6393319426242914
279,0,0.004844633136521407
280,1,0.8826859871107314
281,0,0.005699327833375674
282,1,0.25902032434730327
283,0,0.004083973456735168
284,0,0.09601706356493248
285,1,0.6598400328574636
286,0,3.2261099156632424e-05
287,0,0.4105326464646691
288,1,0.8301162237531875
289,0,0.17973002077194883
290,0,0.13329263597602653
291,1,0.05439778204480128
292,1,0.724750420632506
293,0,0.012862404294472137
294,0,0.0003408329240693621
295,0,0.012642585238628823
296,0,0.010740291143412756
297,0,0.0006737392007802829
298,0,0.09017165001192981
299,0,0.002272588957455786
300,1,0.5143485869946681
301,0,0.0010217398379555674
302,0,0.0040083352482899815
303,1,0.012499774857655948
304,0,2.8119136915498344e-05
305,0,0.012143398879166198
306,0,0.062260861963615376
307,0,0.21800943326854288
308,0,0.0018966778012775652
309,0,0.2910047525884435
310,0,0.5328961250628408
311,0,0.005387984506252449
312,0,0.01143335190001391
313,1,0.5430813829272193
314,0,0.0026526935545967247
315,0,0.012387062825713944
316,0,0.007382459976387434
317,0,0.02414059967736
318,0,0.35709032877902724
319,1,0.6588667082737751
320,0,0.3564219382137561
321,0,0.3218487209837797
322,0,0.0002450824824025584
323,0,0.27522090132335636
324,1,0.7249125156311159
325,0,0.02460492921792771
326,1,0.3011659925852913
327,1,0.24908467723674818
328,0,0.01181190336162995
329,1,0.6958506933640306
330,0,3.1429055025777676e-05
331,0,0.013138739068621324
332,0,0.06987244244659306
333,0,0.0002471954083341303
334,0,0.03290430574893767
335,1,0.7721489697868275
336,0,0.00027751036367504073
337,1,0.5964085083384041
338,1,0.8654905296492272
339,0,0.7202849165991704
340,1,0.19267618532871256
341,0,0.256929644912562
342,0,7.78849890459582e-05
343,0,0.00016114314900877807
344,1,0.7530282155339475
345,1,0.7953611679181392
346,0,0.026545791470811528
347,0,0.15055863976424835
348,0,0.010932112486825615
349,0,0.08919671953563482
350,0,0.004067483074988359
351,0,1.993419014847828e-05
352,0,0.00022393195758846492
353,0,5.982704923818391e-07
354,0,0.020696296070850304
355,0,0.03052633108339598
356,0,0.014333025809425155
357,0,0.20576937805718762
358,0,1.6497228361393243e-05
359,0,0.08621938595587755
360,1,0.900238836843498
361,0,0.07582681614950258
362,0,0.07932321123429052
363,1,0.4554907529493239
364,0,0.006164979872894292
365,1,0.6727573119565926
366,1,0.8558062600265325
367,0,9.777523074332572e-05
368,0,0.23383532327597004
369,1,0.6224855559959752
370,0,0.04216233485753838
371,0,0.24857995777445832
372,0,0.22523638893372266
373,0,0.3973379491024862
374,0,0.2152932034766607
375,0,0.0002036357164341318
376,0,2.8859998080977694e-05
377,0,0.3093695366808137
378,0,3.650108211939959e-05
379,1,0.8502794320682541
380,0,0.04307901322100927
381,0,6.750807115593092e-05
382,0,0.3580979337594182
383,0,0.35752266547379113
384,0,0.7656910753524301
385,0,0.04321083007866217
386,0,0.007232410282280194
387,0,0.00018427000378902448
388,0,0.5368559287064671
389,0,0.16515709927599867
390,0,0.005852141545497965
391,1,0.8220731196035352
392,0,0.007729489421546064
393,1,0.9073792312567678
394,1,0.3928473835148253
